segment,xsens_cm,stereo_cm,easyergo_cm,stereo_over_xsens,easyergo_over_xsens,stereo_minus_xsens_cm,easyergo_minus_xsens_cm
shoulder_width,33.810865350357474,30.266806524381487,47.09532291333266,0.8951798840623724,1.3929049855813505,-3.5440588259759878,13.284457562975184
hip_width,15.949597467961347,23.0119487211809,22.180727033413202,1.4427918176246144,1.3906762899796434,7.062351253219553,6.231129565451855
torso,45.07378878367117,49.22033625612779,68.98894376804041,1.0919946510899652,1.5305778730771566,4.146547472456618,23.915154984369245
upper_arm,30.167881800268958,22.818005144284868,36.92267176377356,0.7563674935931841,1.2239066702868207,-7.34987665598409,6.754789963504599
forearm,24.658789644972423,24.87484291989987,33.58751624241113,1.0087617145057846,1.3620910322846744,0.21605327492744664,8.928726597438704
thigh,41.114084566423244,31.801139752800154,54.94560411114038,0.7734852931341023,1.3364180350986816,-9.31294481362309,13.831519544717139
shank,40.11084295399438,43.16788822472085,51.403734851750926,1.0762149345560448,1.2815421234280484,3.0570452707264693,11.292891897756547
