label,path,n_frames,valid_joint_ratio,left_elbow_chain_valid_ratio,right_elbow_chain_valid_ratio,epipolar_p50_px,epipolar_p90_px,epipolar_p95_px,reprojection_p50_px,reprojection_p90_px,reprojection_p95_px,stereo_quality_mean,pair_conf_mean,left_k1_high_delta_rate,left_k6_high_delta_rate,right_k1_high_delta_rate,right_k6_high_delta_rate
YOLOv8m_2DOneEuro,01_stereo_triangulation/results/skt_model_fusion/yolo_120/skt_3d_optimized_yolo_yolov8m_pose.npz,120,0.7843137254901961,1.0,1.0,14.216773402357376,133.15278739685982,182.38173247412337,3.8633641777914063,16.61665784392344,24.985722079351845,0.23534635970027418,0.5709876480985742,0.008403361344537815,0.05263157894736842,0.0,0.03508771929824561
YOLOv8m_no2DOneEuro,01_stereo_triangulation/results/skt_model_fusion/yolo_120_no2d/skt_3d_optimized_yolo_yolov8m_pose.npz,120,0.7843137254901961,1.0,1.0,14.17996879193197,135.31119139593412,186.28810167668524,3.943343061187303,16.60754723616906,25.724247515274154,0.23414629669351006,0.5709876480985742,0.008403361344537815,0.05263157894736842,0.0,0.03508771929824561
