angle,k,signal,bad_tail,threshold,n_pairs,high_delta_count,high_delta_rate_all,flagged_pair_ratio,retained_pair_ratio,captured_high_delta_ratio,high_delta_rate_retained,high_delta_rate_flagged,precision_lift
RightElbow,1,stereo_quality_min,low,0.3,2609,141,0.0540436949022614,0.24338827136834035,0.7566117286316596,0.49645390070921985,0.03596757852077001,0.11023622047244094,2.039760987323393
RightElbow,6,stereo_quality_min,low,0.3,2571,512,0.19914430182808246,0.27693504472967717,0.7230649552703229,0.455078125,0.150080688542227,0.32724719101123595,1.6432666564255618
RightElbow,1,stereo_quality_min,low,0.4,2609,141,0.0540436949022614,0.3334610962054427,0.6665389037945573,0.5957446808510638,0.0327774583093732,0.09655172413793103,1.7865492785522132
RightElbow,6,stereo_quality_min,low,0.4,2571,512,0.19914430182808246,0.3730066122131466,0.6269933877868533,0.5703125,0.13647642679900746,0.3044838373305527,1.528960831595412
RightElbow,1,stereo_quality_min,low,0.5,2609,141,0.0540436949022614,0.48486009965504023,0.5151399003449597,0.7659574468085106,0.024553571428571428,0.08537549407114625,1.5797493902951814
RightElbow,6,stereo_quality_min,low,0.5,2571,512,0.19914430182808246,0.5363671723064956,0.46363282769350445,0.736328125,0.11325503355704698,0.27338651196519215,1.372806098168963
RightElbow,1,epipolar_error_max,high,3.0,2609,141,0.0540436949022614,0.5285550019164431,0.47144499808355694,0.7659574468085106,0.026829268292682926,0.07831762146482958,1.4491537191612793
RightElbow,6,epipolar_error_max,high,3.0,2571,512,0.19914430182808246,0.5865422014780242,0.4134577985219759,0.7578125,0.11665098777046096,0.2572944297082228,1.2919999585543767
RightElbow,1,epipolar_error_max,high,6.0,2609,141,0.0540436949022614,0.3047144499808356,0.6952855500191645,0.5602836879432624,0.034178610804851156,0.09937106918238994,1.8387171595521659
RightElbow,6,epipolar_error_max,high,6.0,2571,512,0.19914430182808246,0.34461299105406457,0.6553870089459354,0.548828125,0.1370919881305638,0.31715575620767494,1.5925926742381489
RightElbow,1,epipolar_error_max,high,10.0,2609,141,0.0540436949022614,0.18934457646607897,0.8106554235339211,0.41134751773049644,0.039243498817966904,0.11740890688259109,2.172481120969363
RightElbow,6,epipolar_error_max,high,10.0,2571,512,0.19914430182808246,0.22287047841306884,0.7771295215869312,0.384765625,0.15765765765765766,0.343804537521815,1.7264091132198953
RightElbow,1,epipolar_error_max,high,15.0,2609,141,0.0540436949022614,0.1310847067842085,0.8689152932157915,0.2907801418439716,0.044111160123511246,0.11988304093567251,2.21826137447638
RightElbow,6,epipolar_error_max,high,15.0,2571,512,0.19914430182808246,0.15674834694671333,0.8432516530532866,0.2890625,0.16789667896678967,0.36724565756823824,1.8441183312655087
RightElbow,1,epipolar_error_max,high,20.0,2609,141,0.0540436949022614,0.09697201993100805,0.903027980068992,0.2198581560283688,0.0466893039049236,0.1225296442687747,2.2672329212569733
RightElbow,6,epipolar_error_max,high,20.0,2571,512,0.19914430182808246,0.11629716063788409,0.8837028393621159,0.2109375,0.17781690140845072,0.3612040133779264,1.8137803093645484
RightElbow,1,epipolar_error_max,high,30.0,2609,141,0.0540436949022614,0.05787658106554235,0.9421234189344576,0.1702127659574468,0.04759967453213995,0.15894039735099338,2.9409609694237004
RightElbow,6,epipolar_error_max,high,30.0,2571,512,0.19914430182808246,0.07117852975495916,0.9288214702450408,0.138671875,0.18467336683417085,0.3879781420765027,1.9482261782786885
RightElbow,1,reprojection_error_max,high,10.0,2609,141,0.0540436949022614,0.07627443464929091,0.923725565350709,0.1773049645390071,0.048132780082987554,0.12562814070351758,2.324566092875726
RightElbow,6,reprojection_error_max,high,10.0,2571,512,0.19914430182808246,0.08673667833527811,0.9132633216647219,0.158203125,0.18356047700170358,0.3632286995515695,1.8239472393497758
RightElbow,1,reprojection_error_max,high,20.0,2609,141,0.0540436949022614,0.02491376006132618,0.9750862399386738,0.07801418439716312,0.05110062893081761,0.16923076923076924,3.1313693398799787
RightElbow,6,reprojection_error_max,high,20.0,2571,512,0.19914430182808246,0.027226760015558148,0.9727732399844419,0.056640625,0.19312275089964015,0.4142857142857143,2.080329241071429
RightElbow,1,reprojection_error_max,high,30.0,2609,141,0.0540436949022614,0.0,1.0,0.0,0.0540436949022614,nan,nan
RightElbow,6,reprojection_error_max,high,30.0,2571,512,0.19914430182808246,0.0,1.0,0.0,0.19914430182808246,nan,nan
RightElbow,1,reprojection_error_max,high,40.0,2609,141,0.0540436949022614,0.0,1.0,0.0,0.0540436949022614,nan,nan
RightElbow,6,reprojection_error_max,high,40.0,2571,512,0.19914430182808246,0.0,1.0,0.0,0.19914430182808246,nan,nan
RightElbow,1,reprojection_error_max,high,60.0,2609,141,0.0540436949022614,0.0,1.0,0.0,0.0540436949022614,nan,nan
RightElbow,6,reprojection_error_max,high,60.0,2571,512,0.19914430182808246,0.0,1.0,0.0,0.19914430182808246,nan,nan
RightElbow,1,reprojection_error_max,high,80.0,2609,141,0.0540436949022614,0.0,1.0,0.0,0.0540436949022614,nan,nan
RightElbow,6,reprojection_error_max,high,80.0,2571,512,0.19914430182808246,0.0,1.0,0.0,0.19914430182808246,nan,nan
